Iteration                Wall_Time                Samples                  Train_Return             Test_Return              State_Mean               State_Std                Goal_Mean                Goal_Std                 Exp_Rate                 Exp_Noise                Exp_Temp                 Critic_Loss              Critic_Stepsize          Actor_Loss               Actor_Stepsize           Clip_Frac                Adv_Mean                 Adv_Std                  
4000                     6.393643016020457        17512835                 29.402605270056654       39.888437873572926       0.1533165424881116       1.2050060067922783       0                        0                        0.7810966875             0.05                     0.028362317784522462     0.0009956604566575742    0.01                     0.2723066403585322       2.5e-06                  0.16696832973290893      0.045815807              0.4526126                
4400                     7.03911061167717         19275785                 33.02753408081868        36.69421634352706        0.1533165424881116       1.2050060067922783       0                        0                        0.7590609125000001       0.05                     0.024983442563575403     0.0013997770852357562    0.01                     0.2649092773596446       2.5e-06                  0.17371795359585018      0.016057042              0.45251232               
4800                     7.683567941983541        21037731                 39.688545838887535       40.96071388607455        0.1533165424881116       1.2050060067922783       0                        0                        0.7370365125             0.05                     0.022008542428347586     0.0014808225806013473    0.01                     0.26865158834391173      2.5e-06                  0.25726496293726897      -0.04567506              0.46544522               
5200                     8.327679248253505        22796445                 38.62252161145321        37.518873591136646       0.1533165424881116       1.2050060067922783       0                        0                        0.715052425              0.05                     0.019392377757932726     0.004131478328296604     0.01                     0.2758408507539166       2.5e-06                  0.2051282095412413       -0.15247701              0.4771827                
5600                     8.973781297008196        24561546                 31.309505566538583       49.45185291962444        0.1533165424881116       1.2050060067922783       0                        0                        0.6929889875             0.05                     0.017079394451442662     0.0015236142937283148    0.01                     0.25932531636208295      2.5e-06                  0.1783653894206509       -0.044736374             0.41031316               
6000                     9.621447971529431        26329970                 39.779042323403516       49.39452661852073        0.1533165424881116       1.2050060067922783       0                        0                        0.6708811875             0.05                     0.015038446279065696     0.002036584053284434     0.01                     0.2642261278979918       2.5e-06                  0.18257918988957128      0.18168414               0.5352698                
6400                     10.268352089391815       28094936                 28.360171172342582       40.1358243220241         0.1533165424881116       1.2050060067922783       0                        0                        0.6488229999999999       0.05                     0.013245168878245608     0.001999231045030885     0.01                     0.27593875212801827      2.5e-06                  0.21132479144467248      -0.02158345              0.5043217                
6800                     10.914288186497158       29854842                 33.042635827230036       44.32562858565363        0.1533165424881116       1.2050060067922783       0                        0                        0.626821875              0.05                     0.011669565540387866     0.001548242930402921     0.01                     0.26807794952765107      2.5e-06                  0.22067308251280338      -0.017432166             0.7074263                
7200                     11.567180230816206       31633006                 43.74429766261038        42.32071852596955        0.1533165424881116       1.2050060067922783       0                        0                        0.6045971625             0.05                     0.010268166595457814     0.002535393054293106     0.01                     0.2702233594324854       2.5e-06                  0.18482906406538352      -0.2360897               0.8775144                
7600                     12.21497149321768        33396922                 32.89681714057174        50.77415506243043        0.1533165424881116       1.2050060067922783       0                        0                        0.5825461                0.05                     0.00904409779955743      0.0019834948074276327    0.01                     0.2510692275129259       2.5e-06                  0.17572115801740437      -0.33984208              1.0491174                
8000                     12.865126955244277       35164373                 42.911745828658624       46.79936535967225        0.1533165424881116       1.2050060067922783       0                        0                        0.5604506                0.05                     0.00796391287113061      0.0021257815113880072    0.01                     0.24784828494576847      2.5e-06                  0.2323529465671848       0.12976366               0.7015966                
8400                     13.514566171036826       36933479                 40.28825177557583        53.69838662216712        0.1533165424881116       1.2050060067922783       0                        0                        0.5383362                0.05                     0.007011977276189821     0.0018603471912416246    0.01                     0.2566454641082708       2.5e-06                  0.23936652144526732      0.11006035               0.41454563               
8800                     14.169164438843728       38712593                 56.10085249144497        53.82480164808921        0.1533165424881116       1.2050060067922783       0                        0                        0.5161020875             0.05                     0.0061695745835242755    0.0028312427293070977    0.01                     0.25490276059683625      2.5e-06                  0.19049774206736508      -0.28495625              0.77164966               
9200                     14.823228114909597       40489557                 53.95568282279396        47.63128446316334        0.1533165424881116       1.2050060067922783       0                        0                        0.49388909999999997      0.05                     0.00542903635656183      0.0019379775647798345    0.01                     0.2560114365484979       2.5e-06                  0.20876068928175506      0.092623845              0.43173313               
9600                     15.474638606773482       42258665                 54.877024844813505       52.48164834313492        0.1533165424881116       1.2050060067922783       0                        0                        0.4717733375             0.05                     0.004780059953518743     0.0016027166470949955    0.01                     0.25464489368928805      2.5e-06                  0.1677350468726622       -0.11110578              0.60185695               
10000                    16.127906724943056       44032188                 42.16350904085621        44.93987976639609        0.1533165424881116       1.2050060067922783       0                        0                        0.44960397499999993      0.05                     0.004207362555357861     0.0013311296393415735    0.01                     0.2618801617787944       2.5e-06                  0.17863248296909862      0.040411312              0.56330436               
10400                    16.781032015681266       45805638                 50.71517255880575        43.91854142423195        0.1533165424881116       1.2050060067922783       0                        0                        0.42743647500000004      0.05                     0.0037033195471890584    0.0020735051362862577    0.01                     0.2638871117495          2.5e-06                  0.2490384676028043       0.1961878                0.6370825                
10800                    17.43593441221449        47585041                 52.32397560319108        50.30153498817339        0.1533165424881116       1.2050060067922783       0                        0                        0.40519407500000004      0.05                     0.0032582558786558263    0.0017788360107159756    0.01                     0.25675876778033047      2.5e-06                  0.209188039186928        0.08954121               0.5200663                
11200                    18.08983113500807        49358630                 49.726434243490345       57.943894452761626       0.1533165424881116       1.2050060067922783       0                        0                        0.3830222125             0.05                     0.0028678440502465097    0.001823965573053369     0.01                     0.2521021288983962       2.5e-06                  0.24185520894825457      0.19831844               0.6755266                
11600                    18.744572722382017       51136208                 44.98798851364372        58.53897580398664        0.1533165424881116       1.2050060067922783       0                        0                        0.36080391250000005      0.05                     0.0025235376073594225    0.0025290156347586566    0.01                     0.24214854662617044      2.5e-06                  0.24401709907170802      0.1728667                0.5534258                
12000                    19.398816393547587       52909441                 46.798688571715175       54.36439220374702        0.1533165424881116       1.2050060067922783       0                        0                        0.33863746250000004      0.05                     0.00222123064349173      0.0022159343599067894    0.01                     0.24457953589804032      2.5e-06                  0.24886878406738533      0.035559013              0.5852402                
12400                    20.05540626340442        54692543                 44.503031308684406       52.11748382494898        0.1533165424881116       1.2050060067922783       0                        0                        0.31635092499999995      0.05                     0.0019537874359653105    0.0026859458037910774    0.01                     0.24439339281784161      2.5e-06                  0.22692308252056437      -0.23270874              0.67334086               
12800                    20.710689668390486       56466044                 46.88619953833885        58.0504702191201         0.1533165424881116       1.2050060067922783       0                        0                        0.29418240000000007      0.05                     0.001719713101838856     0.0020974746494175633    0.01                     0.24508458096534014      2.5e-06                  0.22307692714966834      0.04386696               0.3899726                
13200                    21.366170606414478       58241850                 56.971925111690254       56.09462920335632        0.1533165424881116       1.2050060067922783       0                        0                        0.27198523750000003      0.05                     0.0015134326317976369    0.0018076130622325256    0.01                     0.23658061168260044      2.5e-06                  0.2215812018762032       0.13715905               0.5812411                
13600                    22.02471413605743        60024156                 46.6647070277575         55.91992311147639        0.1533165424881116       1.2050060067922783       0                        0                        0.2497064                0.05                     0.0013312695544627094    0.001626041095813788     0.01                     0.2294269145362907       2.5e-06                  0.22115384994281664      -0.025225002             0.53121716               
14000                    22.683330071104898       61805849                 64.82050553927625        53.5417567270841         0.1533165424881116       1.2050060067922783       0                        0                        0.22743498750000005      0.05                     0.001171082439538677     0.0012603444152369371    0.01                     0.24349325357211962      2.5e-06                  0.21688034710370832      -0.026175147             0.4796833                
14400                    23.341612037817637       63586464                 51.56931017389343        69.52580145450285        0.1533165424881116       1.2050060067922783       0                        0                        0.20517478750000004      0.05                     0.0010302365863925156    0.00318549264818156      0.01                     0.22417294768726123      2.5e-06                  0.2328054345925065       -0.0032171516            0.6362448                
14800                    23.99633645945125        65356952                 56.7914355884403         61.83264489213193        0.1533165424881116       1.2050060067922783       0                        0                        0.2                      0.05                     0.0010000000000000002    0.0013921210675107432    0.01                     0.22590470416471362      2.5e-06                  0.22812500467989594      0.13042969               0.45680147               
15200                    24.65607758800189        67137988                 51.98070931747494        56.69123920621833        0.1533165424881116       1.2050060067922783       0                        0                        0.2                      0.05                     0.0010000000000000002    0.0014109704880913916    0.01                     0.23290611568250155      2.5e-06                  0.2682186280818362       -0.17981724              0.53886163               
15600                    25.309923208620813       68905555                 59.76420379642061        60.335759926520076       0.1533165424881116       1.2050060067922783       0                        0                        0.2                      0.05                     0.0010000000000000002    0.002499306733678917     0.01                     0.22094239706502244      2.5e-06                  0.2932126754347016       0.17616181               0.31626067               
16000                    25.96600462635358        70680301                 60.273134702835854       62.08161190657584        0.1533165424881116       1.2050060067922783       0                        0                        0.2                      0.05                     0.0010000000000000002    0.002105922408929259     0.01                     0.2354006242226152       2.5e-06                  0.23846154390450786      0.027978776              0.5468363                
16400                    26.620338956448766       72450669                 65.45136266815587        63.88909119692939        0.1533165424881116       1.2050060067922783       0                        0                        0.2                      0.05                     0.0010000000000000002    0.003044296570313985     0.01                     0.22283242511398652      2.5e-06                  0.24909502787186816      -0.044853467             0.59680563               
16800                    27.2800746879975         74234921                 53.41518640735993        61.24826402961021        0.1533165424881116       1.2050060067922783       0                        0                        0.2                      0.05                     0.0010000000000000002    0.0016887234513620463    0.01                     0.23585528915419296      2.5e-06                  0.2766968373866642       0.019749342              0.37551785               
17200                    27.937048424283663       76008145                 56.16005478224363        66.64037304787367        0.1533165424881116       1.2050060067922783       0                        0                        0.2                      0.05                     0.0010000000000000002    0.002349618282783518     0.01                     0.22088639073901706      2.5e-06                  0.2698718002272977       -0.2500211               0.91438144               
17600                    28.596556390457682       77790309                 56.23672170543192        58.739068630012056       0.1533165424881116       1.2050060067922783       0                        0                        0.2                      0.05                     0.0010000000000000002    0.002764469799149083     0.01                     0.21944585610181094      2.5e-06                  0.2367788512725383       -0.37519953              0.8524278                
18000                    29.254802112844256       79567371                 62.80700279427282        60.978927635742274       0.1533165424881116       1.2050060067922783       0                        0                        0.2                      0.05                     0.0010000000000000002    0.0020818890613123874    0.01                     0.23686250636452125      2.5e-06                  0.2568825963100321       -0.5400312               0.6490171                
18400                    29.9120727845033         81342548                 57.69059410162324        67.23909839194546        0.1533165424881116       1.2050060067922783       0                        0                        0.2                      0.05                     0.0010000000000000002    0.0024570163288444745    0.01                     0.2345669910311699       2.5e-06                  0.2533653898863122       0.056237057              0.49799603               
18800                    30.567633126775423       83113360                 67.76423565261572        69.40116319179971        0.1533165424881116       1.2050060067922783       0                        0                        0.2                      0.05                     0.0010000000000000002    0.0018404340651613893    0.01                     0.23872733246535063      2.5e-06                  0.1911057732766494       0.35159418               0.5664077                
19200                    31.226789180437724       84891035                 53.772162429268725       49.484561272065754       0.1533165424881116       1.2050060067922783       0                        0                        0.2                      0.05                     0.0010000000000000002    0.00205349387251772      0.01                     0.22139823138713838      2.5e-06                  0.2230769281659056       0.15701187               0.41156057               
19600                    31.882927204966546       86659136                 62.71359132976664        72.8100441427002         0.1533165424881116       1.2050060067922783       0                        0                        0.2                      0.05                     0.0010000000000000002    0.002367143036260839     0.01                     0.22356379313601388      2.5e-06                  0.23824786810825266      0.26019382               0.6061734                
20000                    32.54109763337506        88433557                 48.90348018604622        69.06174642147175        0.1533165424881116       1.2050060067922783       0                        0                        0.2                      0.05                     0.0010000000000000002    0.003218821830887464     0.01                     0.23148834751918912      2.5e-06                  0.23701923564076424      -0.04696712              0.7914543                
20400                    33.20001905136638        90212862                 62.32140210155169        58.55806381868024        0.1533165424881116       1.2050060067922783       0                        0                        0.2                      0.05                     0.0010000000000000002    0.0018861366177588934    0.01                     0.2383297205902636       2.5e-06                  0.22235577462706715      -0.035843834             0.61817306               
20800                    33.85375612868203        91980289                 62.69092758667274        61.299157182210294       0.1533165424881116       1.2050060067922783       0                        0                        0.2                      0.05                     0.0010000000000000002    0.002902012532124192     0.01                     0.24067214387986394      2.5e-06                  0.24594017662521864      -0.085985556             0.626334                 
21200                    34.51294166081482        93758214                 48.06705404999144        63.78082859479404        0.1533165424881116       1.2050060067922783       0                        0                        0.2                      0.05                     0.0010000000000000002    0.0026819719946669304    0.01                     0.2201896321247606       2.5e-06                  0.27963801541310895      0.22260386               0.97684747               
21600                    35.17153336677286        95534929                 65.85411769524377        63.031819690108875       0.1533165424881116       1.2050060067922783       0                        0                        0.2                      0.05                     0.0010000000000000002    0.0018427828852402267    0.01                     0.2231855117222842       2.5e-06                  0.21470588704242424      -0.10113761              0.54453933               
22000                    35.8299668075641         97312081                 47.44997118412391        72.38685070544399        0.1533165424881116       1.2050060067922783       0                        0                        0.2                      0.05                     0.0010000000000000002    0.0024319481904201794    0.01                     0.22855793825889886      2.5e-06                  0.2696356334772549       -0.26163185              0.62273186               
22400                    36.49022351251708        99090121                 45.957139764813164       66.0113739977227         0.1533165424881116       1.2050060067922783       0                        0                        0.2                      0.05                     0.0010000000000000002    0.0037010250647333174    0.01                     0.24229521935476978      2.5e-06                  0.2368778333944433       0.04351565               0.52461743               
22800                    37.14837948176596        100863391                59.50821956100847        56.81075417312418        0.1533165424881116       1.2050060067922783       0                        0                        0.2                      0.05                     0.0010000000000000002    0.0034168737875006627    0.01                     0.21108684204518796      2.5e-06                  0.2531250042375177       -0.28742233              0.54937494               
23200                    37.80771993723181        102641289                45.78576707997528        72.57694731165113        0.1533165424881116       1.2050060067922783       0                        0                        0.2                      0.05                     0.0010000000000000002    0.0029637660365551713    0.01                     0.22593286484479905      2.5e-06                  0.28461539011229486      -0.074254625             0.43589252               
23600                    38.46345508038998        104416026                68.20977791837701        72.25952445916509        0.1533165424881116       1.2050060067922783       0                        0                        0.2                      0.05                     0.0010000000000000002    0.0017289652261752054    0.01                     0.221890786010772        2.5e-06                  0.29326923585031184      -0.021702077             0.56406534               
24000                    39.12028458237648        106192217                47.117789628404616       69.11712991402234        0.1533165424881116       1.2050060067922783       0                        0                        0.2                      0.05                     0.0010000000000000002    0.0024274378568139472    0.01                     0.2221855182858074       2.5e-06                  0.2633484216297374       -0.063281335             0.78927845               
24400                    39.77672588639789        107966993                51.04459195266474        69.34708368024394        0.1533165424881116       1.2050060067922783       0                        0                        0.2                      0.05                     0.0010000000000000002    0.002377670549781454     0.01                     0.23818300319345376      2.5e-06                  0.2514170096108788       0.17250589               0.59471995               
24800                    40.43432393696573        109744991                49.51734122379226        65.01749155524196        0.1533165424881116       1.2050060067922783       0                        0                        0.2                      0.05                     0.0010000000000000002    0.0028028313532558967    0.01                     0.23851207913830877      2.5e-06                  0.273076928104274        0.4123896                0.76072717               
25200                    41.09267770469189        111525912                64.24439519166796        65.87750674929642        0.1533165424881116       1.2050060067922783       0                        0                        0.2                      0.05                     0.0010000000000000002    0.004264330065416289     0.01                     0.22789859557524322      2.5e-06                  0.26081731321755797      0.008548369              0.7281144                
25600                    41.75039249089029        113302592                64.17308805358672        66.74510215739005        0.1533165424881116       1.2050060067922783       0                        0                        0.2                      0.05                     0.0010000000000000002    0.0020381792633997974    0.01                     0.22616895167157053      2.5e-06                  0.22572115901857615      0.065245464              0.46965092               
26000                    42.40610987047354        115073373                45.021573180014286       68.49733409500779        0.1533165424881116       1.2050060067922783       0                        0                        0.2                      0.05                     0.0010000000000000002    0.005078308612185841     0.01                     0.21970938957399794      2.5e-06                  0.2814102625888255       0.1330615                0.82895553               
26400                    43.06316581176387        116848102                74.06347219774781        72.36667964625386        0.1533165424881116       1.2050060067922783       0                        0                        0.2                      0.05                     0.0010000000000000002    0.0030116761798530613    0.01                     0.22803828070561094      2.5e-06                  0.2542735099171599       0.030192727              0.47430757               
26800                    43.72202656520737        118625547                58.35697868622232        61.11656888495909        0.1533165424881116       1.2050060067922783       0                        0                        0.2                      0.05                     0.0010000000000000002    0.0019780403876211495    0.01                     0.22702758215806065      2.5e-06                  0.23348416786860016      0.08042104               0.59582573               
27200                    44.378313248289956       120401567                61.694671029748065       63.28240913029789        0.1533165424881116       1.2050060067922783       0                        0                        0.2                      0.05                     0.0010000000000000002    0.003407461807687974     0.01                     0.22982293044527374      2.5e-06                  0.2594017146155238       0.28814885               0.9457951                
27600                    45.037025081184176       122178939                64.46038905864043        69.15057479069789        0.1533165424881116       1.2050060067922783       0                        0                        0.2                      0.05                     0.0010000000000000002    0.0030448476676247084    0.01                     0.2305453481525183       2.5e-06                  0.28442308297380803      -0.4400216               0.9990824                
28000                    45.69197010046906        123948660                65.064056611432          63.012136030806026       0.1533165424881116       1.2050060067922783       0                        0                        0.2                      0.05                     0.0010000000000000002    0.0032863725727350496    0.01                     0.2294090060811294       2.5e-06                  0.22894737300904175      -0.003022352             0.47988978               
28400                    46.34495398057832        125715629                73.82545631651425        68.03716688402741        0.1533165424881116       1.2050060067922783       0                        0                        0.2                      0.05                     0.0010000000000000002    0.0015974414187332835    0.01                     0.22888183173011334      2.5e-06                  0.2334841676932924       0.006083353              0.68520546               
28800                    47.00133091933198        127485922                72.88515560651987        79.81074633222185        0.1533165424881116       1.2050060067922783       0                        0                        0.2                      0.05                     0.0010000000000000002    0.002891349196822072     0.01                     0.2246172762579388       2.5e-06                  0.2181623978747262       0.013872154              0.72129774               
29200                    47.653564315305815       129251923                53.23495304446753        57.34449066418576        0.1533165424881116       1.2050060067922783       0                        0                        0.2                      0.05                     0.0010000000000000002    0.002692889221685214     0.01                     0.22568468931648464      2.5e-06                  0.29978633071813315      -0.12917782              0.52104104               
29600                    48.30904505199856        131022002                64.43707356621721        72.11495508812892        0.1533165424881116       1.2050060067922783       0                        0                        0.2                      0.05                     0.0010000000000000002    0.0033824905403889716    0.01                     0.24008785961195828      2.5e-06                  0.2675480825360864       0.18007389               0.79931813               
30000                    48.964913465976714       132795114                71.18740304868672        74.40081089685503        0.1533165424881116       1.2050060067922783       0                        0                        0.2                      0.05                     0.0010000000000000002    0.002612368499531465     0.01                     0.2152322110007791       2.5e-06                  0.31063349062905593      -0.077781074             0.8901242                
30400                    49.621963375541895       134571726                60.08831437166681        53.651920968213986       0.1533165424881116       1.2050060067922783       0                        0                        0.2                      0.05                     0.0010000000000000002    0.00231461282857804      0.01                     0.2325448613417776       2.5e-06                  0.2686234878866296       -0.074743934             0.7434997                
30800                    50.280304001702206       136348268                65.55149375796137        67.74683183499455        0.1533165424881116       1.2050060067922783       0                        0                        0.2                      0.05                     0.0010000000000000002    0.0034006061044668683    0.01                     0.2413336672280964       2.5e-06                  0.29696356797296747      -0.37472427              1.0573618                
31200                    50.93879586590661        138127511                65.72265811253104        67.28527998953265        0.1533165424881116       1.2050060067922783       0                        0                        0.2                      0.05                     0.0010000000000000002    0.003948406015115325     0.01                     0.23100310731679202      2.5e-06                  0.2747596210800111       0.28861588               0.5553667                
31600                    51.59433247274823        139899654                68.72173129983574        73.09811793772278        0.1533165424881116       1.2050060067922783       0                        0                        0.2                      0.05                     0.0010000000000000002    0.002395714378765072     0.01                     0.23128111423814998      2.5e-06                  0.22669683710178906      -0.36909422              0.71035707               
32000                    52.2521360644367         141678975                59.7574715705332         65.9027172028157         0.1533165424881116       1.2050060067922783       0                        0                        0.2                      0.05                     0.0010000000000000002    0.0036665961060755176    0.01                     0.23375129804891698      2.5e-06                  0.2751131275997442       -0.08749562              0.42288303               
32400                    52.91139205985599        143461206                64.62693622561979        70.59799645867591        0.1533165424881116       1.2050060067922783       0                        0                        0.2                      0.05                     0.0010000000000000002    0.002906978976406048     0.01                     0.23021677618517597      2.5e-06                  0.2389140315134736       -0.7904921               1.1420192                
32800                    53.571555153197714       145246844                44.884530091435025       70.9558495478836         0.1533165424881116       1.2050060067922783       0                        0                        0.2                      0.05                     0.0010000000000000002    0.003078645749209339     0.01                     0.22721807448303002      2.5e-06                  0.2221719504936653       0.3292256                0.66645527               
33200                    54.22675507770644        147021434                73.55193767906466        71.15827940945306        0.1533165424881116       1.2050060067922783       0                        0                        0.2                      0.05                     0.0010000000000000002    0.0035532650945242494    0.01                     0.23502708468586206      2.5e-06                  0.2362980820471421       -0.34369782              0.96364003               
33600                    54.88595894429419        148805331                77.7318359705029         70.80651465798584        0.1533165424881116       1.2050060067922783       0                        0                        0.2                      0.05                     0.0010000000000000002    0.0031359077852411085    0.01                     0.22075691714006312      2.5e-06                  0.21199095463928055      -0.027177352             0.38840303               
34000                    55.543666442433995       150585994                55.061212276546755       61.784858112382814       0.1533165424881116       1.2050060067922783       0                        0                        0.2                      0.05                     0.0010000000000000002    0.0025639161486954733    0.01                     0.2218070359693633       2.5e-06                  0.2643162444440855       -0.0054820143            0.80981505               
34400                    56.20244597428375        152366233                63.98158070267991        88.3100860993417         0.1533165424881116       1.2050060067922783       0                        0                        0.2                      0.05                     0.0010000000000000002    0.008961888524208917     0.01                     0.22359502455219626      2.5e-06                  0.2204326974460855       0.03264624               0.9644567                
34800                    56.86260378519694        154149985                65.73431991420581        90.70517230788404        0.1533165424881116       1.2050060067922783       0                        0                        0.2                      0.05                     0.0010000000000000002    0.0036824178204896223    0.01                     0.23002146607951116      2.5e-06                  0.22348178605500024      -0.35379517              1.2756596                
35200                    57.51603323578834        155921924                59.09720659778388        69.85529367015059        0.1533165424881116       1.2050060067922783       0                        0                        0.2                      0.05                     0.0010000000000000002    0.003268028273143702     0.01                     0.22438581056065027      2.5e-06                  0.28504274085991915      -0.09563155              0.68863624               
35600                    58.171405154466626       157696746                65.514374190567          78.03142745418947        0.1533165424881116       1.2050060067922783       0                        0                        0.2                      0.05                     0.0010000000000000002    0.0023196071326597838    0.01                     0.22725354793824648      2.5e-06                  0.22793522730077567      -0.06692861              0.62754834               
36000                    58.82918644885222        159474776                60.62397780643173        92.60464131915249        0.1533165424881116       1.2050060067922783       0                        0                        0.2                      0.05                     0.0010000000000000002    0.005147178281428448     0.01                     0.21248956339226827      2.5e-06                  0.2497863301386436       0.12951452               0.6278226                
36400                    59.48635308259063        161251265                69.72195811804731        92.19243732193398        0.1533165424881116       1.2050060067922783       0                        0                        0.2                      0.05                     0.0010000000000000002    0.0044654969926341435    0.01                     0.23571370784193277      2.5e-06                  0.29326923643238845      -0.0045708157            0.517698                 
